Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cluster
Standard Class,Consumer,United States,Mission Viejo,California,West,Office Supplies,Appliances,8.669999999999959,1.0,0.0,2.3409000000000013,0
First Class,Home Office,United States,Greenwood,Indiana,Central,Office Supplies,Paper,4.409999999999997,1.0,0.0,2.028600000000001,0
First Class,Home Office,United States,Greenwood,Indiana,Central,Office Supplies,Paper,167.94,3.0,0.0,82.2906,0
First Class,Home Office,United States,Greenwood,Indiana,Central,Office Supplies,Paper,67.79999999999998,10.0,0.0,31.188,0
Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,26.939999999999998,3.0,0.0,11.314799999999998,0
Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,32.03999999999999,3.0,0.0,8.009999999999998,0
Standard Class,Consumer,United States,Rome,New York,East,Office Supplies,Art,32.129999999999995,9.0,0.0,8.3538,0
Standard Class,Consumer,United States,Rome,New York,East,Office Supplies,Art,2.8799999999999955,1.0,0.0,0.8064,0
Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,1091.93,7.0,0.0,272.9825,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,111.96,2.0,0.0,54.8604,0
Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Art,26.69999999999999,2.0,0.0,7.475999999999999,0
Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Binders,40.19999999999999,5.0,0.0,18.09,0
Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Art,13.889999999999986,3.0,0.0,4.5837,0
Second Class,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Storage,689.82,6.0,0.0,20.6946,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,38.34,9.0,0.0,15.7194,0
First Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Binders,9.26400000000001,3.0,0.8,-13.896,0
Second Class,Consumer,United States,Dallas,Texas,Central,Furniture,Bookcases,204.6664,1.0,0.32,-6.019599999999997,0
Standard Class,Consumer,United States,Appleton,Wisconsin,Central,Technology,Accessories,1649.75,5.0,0.0,544.4175,0
Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Paper,91.05599999999998,6.0,0.2,31.8696,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,54.20799999999997,14.0,0.2,8.808799999999998,0
Second Class,Consumer,United States,Bowling Green,Ohio,East,Technology,Phones,26.98199999999997,3.0,0.4,4.0473,0
Second Class,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Labels,6.911999999999978,3.0,0.2,2.505600000000001,0
Second Class,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Storage,435.504,3.0,0.2,48.9942,0
Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,81.07999999999998,4.0,0.0,22.7024,0
Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,93.01999999999998,2.0,0.0,3.7208000000000006,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,323.976,3.0,0.2,36.4473,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.443200000000001,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,32.591999999999985,3.0,0.2,-7.740600000000001,0
First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,83.92000000000002,5.0,0.2,29.372,0
First Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,199.9,5.0,0.0,39.98,0
First Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,31.176000000000016,3.0,0.2,-7.0146000000000015,0
First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,172.752,6.0,0.2,60.4632,0
First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,9.295999999999992,2.0,0.2,3.0212000000000003,0
Same Day,Corporate,United States,Beaumont,Texas,Central,Office Supplies,Storage,12.768,2.0,0.2,0.9575999999999993,0
Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,52.75999999999999,2.0,0.0,24.2696,0
Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Storage,55.615999999999985,2.0,0.2,5.5615999999999985,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,427.644,14.0,0.1,80.7772,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,40.670000000000016,7.0,0.0,12.607700000000001,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,33.47999999999999,2.0,0.0,1.3391999999999982,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,9.728000000000009,2.0,0.2,3.283200000000001,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,8.855999999999995,3.0,0.6,-6.863399999999999,0
First Class,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,477.666,2.0,0.15,84.294,0
First Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,16.900000000000006,5.0,0.0,7.774000000000001,0
First Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,39.96000000000001,2.0,0.0,18.7812,0
Second Class,Home Office,United States,Phoenix,Arizona,West,Furniture,Chairs,191.968,7.0,0.2,16.7972,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Labels,35.52000000000001,3.0,0.2,13.32,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,6.22999999999999,5.0,0.8,-9.656500000000001,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,56.70400000000001,2.0,0.2,19.1376,0
Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Bookcases,369.1992,3.0,0.32,28.770872676991154,0
Standard Class,Corporate,United States,Columbus,Indiana,Central,Technology,Accessories,1.9799999999999613,2.0,0.0,0.8909999999999982,0
Standard Class,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Paper,75.88,2.0,0.0,35.6636,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.848000000000042,2.0,0.2,2.1400000000000006,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.626000000000005,2.0,0.7,-3.854999999999997,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,453.6,3.0,0.2,90.72,0
First Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,13.848000000000013,3.0,0.2,5.192999999999998,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,577.584,6.0,0.2,43.3188,0
Standard Class,Home Office,United States,Springfield,Virginia,South,Technology,Accessories,151.96,4.0,0.0,36.4704,0
Standard Class,Corporate,United States,Broomfield,Colorado,West,Furniture,Furnishings,68.43200000000002,7.0,0.2,8.554000000000002,0
Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,71.12000000000003,5.0,0.2,9.779,0
Standard Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,3.0080000000000098,2.0,0.2,0.5640000000000001,0
Second Class,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Paper,184.66,7.0,0.0,84.9436,0
Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,5.312000000000012,2.0,0.6,-1.5936000000000021,0
First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,132.52,5.0,0.2,34.7865,0
First Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Storage,195.64,5.0,0.2,28.770872676991154,0
First Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,51.96800000000002,2.0,0.2,10.3936,0
First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,431.976,3.0,0.2,28.770872676991154,0
First Class,Consumer,United States,Newark,Ohio,East,Technology,Machines,224.937,3.0,0.7,28.770872676991154,0
First Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Labels,6.0,2.0,0.2,2.1000000000000014,0
Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,11.759999999999991,2.0,0.0,5.7623999999999995,0
Same Day,Consumer,United States,Tampa,Florida,South,Furniture,Chairs,1125.488,7.0,0.2,98.4802,0
Same Day,Consumer,United States,Tampa,Florida,South,Office Supplies,Binders,12.64500000000001,5.0,0.7,-10.116,0
Same Day,Consumer,United States,Tampa,Florida,South,Office Supplies,Art,4.032000000000011,2.0,0.2,1.058399999999999,0
First Class,Corporate,United States,Fremont,Nebraska,Central,Technology,Phones,79.95999999999998,4.0,0.0,22.3888,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,6.731999999999999,6.0,0.7,-4.4879999999999995,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Storage,33.567999999999955,2.0,0.2,1.6784,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,15.840000000000003,2.0,0.2,5.5440000000000005,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Labels,24.424000000000007,1.0,0.2,7.937799999999999,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,17.120000000000005,5.0,0.2,1.9259999999999984,0
Same Day,Consumer,United States,Pomona,California,West,Furniture,Furnishings,31.560000000000002,3.0,0.0,10.4148,0
Second Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,105.686,1.0,0.3,-28.6862,0
Second Class,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,399.54,2.0,0.4,28.770872676991154,0
Second Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,104.93,5.0,0.3,-4.497,0
First Class,Home Office,United States,New York City,New York,East,Technology,Phones,1079.85,3.0,0.0,323.955,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,70.98000000000002,1.0,0.0,3.5489999999999995,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,29.94999999999999,5.0,0.0,8.685499999999998,0
First Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,589.41,5.0,0.1,-6.5489999999999995,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,9.647999999999968,6.0,0.2,3.497399999999999,0
Second Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,400.784,1.0,0.2,-5.0097999999999985,0
First Class,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Storage,53.72,4.0,0.0,13.9672,0
First Class,Corporate,United States,Miami,Florida,South,Office Supplies,Paper,31.00799999999998,1.0,0.2,11.240400000000001,0
Same Day,Consumer,United States,Concord,California,West,Office Supplies,Binders,61.120000000000005,5.0,0.2,22.156,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,195.136,4.0,0.2,28.770872676991154,0
Standard Class,Consumer,United States,Wheeling,Illinois,Central,Office Supplies,Art,121.536,4.0,0.2,15.192,0
Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,17.47200000000001,3.0,0.2,5.6784,0
Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,104.57999999999998,9.0,0.8,28.770872676991154,0
Standard Class,Home Office,United States,Pasadena,Texas,Central,Furniture,Furnishings,24.69999999999999,5.0,0.6,-9.880000000000003,0
Standard Class,Home Office,United States,Pasadena,Texas,Central,Furniture,Furnishings,302.72,5.0,0.6,28.770872676991154,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,8.560000000000002,2.0,0.0,3.8520000000000003,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,11.560000000000002,2.0,0.0,5.6644000000000005,0
Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Appliances,25.860000000000014,3.0,0.0,6.723600000000001,0
Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,276.784,2.0,0.2,89.9548,0
Standard Class,Corporate,United States,San Jose,California,West,Technology,Phones,110.352,3.0,0.2,8.276400000000002,0
Standard Class,Home Office,United States,Sacramento,California,West,Furniture,Furnishings,60.84,3.0,0.0,19.4688,0
Standard Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Appliances,35.208,1.0,0.2,2.640599999999999,0
Second Class,Corporate,United States,Mansfield,Texas,Central,Office Supplies,Paper,41.47200000000001,8.0,0.2,14.5152,0
Standard Class,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Paper,239.5,5.0,0.0,114.96000000000001,0
First Class,Consumer,United States,Virginia Beach,Virginia,South,Office Supplies,Supplies,34.19999999999999,5.0,0.0,9.234000000000002,0
Standard Class,Corporate,United States,Rochester,New York,East,Furniture,Tables,376.866,3.0,0.4,28.770872676991154,0
First Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Appliances,197.72,4.0,0.0,55.3616,0
Standard Class,Corporate,United States,Lancaster,Ohio,East,Technology,Accessories,70.72,4.0,0.2,-6.188000000000002,0
Standard Class,Corporate,United States,Lancaster,Ohio,East,Office Supplies,Storage,194.352,3.0,0.2,28.770872676991154,0
Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,21.599999999999994,6.0,0.0,9.936,0
Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,11.070000000000022,3.0,0.0,5.2029,0
Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,282.84,4.0,0.0,19.7988,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,27.71999999999997,9.0,0.0,13.3056,0
Standard Class,Consumer,United States,Jackson,Mississippi,South,Office Supplies,Fasteners,11.680000000000007,4.0,0.0,5.256,0
Standard Class,Consumer,United States,Woodland,California,West,Technology,Phones,239.984,2.0,0.2,23.9984,0
First Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Appliances,22.97999999999999,1.0,0.0,6.893999999999998,0
First Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,102.13,7.0,0.0,15.3195,0
First Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,2033.5840000000003,2.0,0.2,762.594,1
Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,5.759999999999991,2.0,0.0,1.6704000000000008,0
Standard Class,Corporate,United States,Bowling Green,Ohio,East,Technology,Copiers,899.982,3.0,0.4,74.9985,0
Standard Class,Corporate,United States,Bowling Green,Ohio,East,Office Supplies,Art,86.352,3.0,0.2,5.3969999999999985,0
Standard Class,Corporate,United States,Bowling Green,Ohio,East,Technology,Accessories,139.96,5.0,0.2,-1.7495000000000012,0
Standard Class,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Appliances,16.704000000000036,6.0,0.2,1.2528000000000006,0
Standard Class,Home Office,United States,Lancaster,Ohio,East,Technology,Accessories,3.151999999999987,2.0,0.2,0.47279999999999944,0
Standard Class,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Paper,32.896000000000015,4.0,0.2,11.1024,0
First Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,21.391999999999996,2.0,0.8,28.770872676991154,0
First Class,Consumer,United States,Dallas,Texas,Central,Furniture,Tables,307.314,3.0,0.3,-39.5118,0
First Class,Consumer,United States,Dallas,Texas,Central,Furniture,Bookcases,409.9992,3.0,0.32,28.770872676991154,0
First Class,Corporate,United States,Lubbock,Texas,Central,Office Supplies,Paper,9.24799999999999,2.0,0.2,3.3523999999999994,0
Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,14.669999999999987,3.0,0.0,6.748200000000001,0
Standard Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Paper,37.40799999999999,7.0,0.2,13.0928,0
Standard Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Binders,3.4380000000000166,2.0,0.7,-2.5211999999999968,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,7.151999999999987,3.0,0.2,2.3244000000000007,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,179.7,6.0,0.0,88.053,0
Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Appliances,90.63999999999999,8.0,0.0,38.9752,0
First Class,Consumer,United States,Everett,Massachusetts,East,Technology,Accessories,177.0,3.0,0.0,30.09,0
First Class,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Storage,79.44999999999999,7.0,0.0,22.246,0
First Class,Consumer,United States,Everett,Massachusetts,East,Furniture,Chairs,1628.8200000000002,9.0,0.0,260.6112,0
Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,137.54000000000002,2.0,0.0,55.016,0
Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Tables,730.2,4.0,0.0,94.92600000000002,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,11.560000000000002,2.0,0.0,5.6644000000000005,0
Second Class,Consumer,United States,Concord,North Carolina,South,Furniture,Tables,4297.644,13.0,0.4,28.770872676991154,1
Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,20.650000000000006,5.0,0.0,9.499000000000002,0
Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,204.9,5.0,0.0,0.0,0
Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,436.704,6.0,0.2,21.8352,0
Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,481.568,2.0,0.2,54.1764,0
Standard Class,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,89.54399999999998,7.0,0.2,12.3123,0
Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Storage,35.168000000000006,2.0,0.2,-8.352399999999996,0
Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Binders,72.58799999999997,2.0,0.7,28.770872676991154,0
Standard Class,Consumer,United States,Coon Rapids,Minnesota,Central,Office Supplies,Storage,221.16,4.0,0.0,57.5016,0
Standard Class,Consumer,United States,Coon Rapids,Minnesota,Central,Technology,Phones,281.97,3.0,0.0,78.9516,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,3406.664,8.0,0.15,160.3136,1
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,37.170000000000016,9.0,0.0,10.407600000000002,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,64.95999999999998,2.0,0.0,19.488,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,595.38,6.0,0.0,297.69,0
Standard Class,Home Office,United States,Tucson,Arizona,West,Technology,Accessories,95.98399999999998,2.0,0.2,11.997999999999998,0
Standard Class,Home Office,United States,Tucson,Arizona,West,Office Supplies,Binders,4.937999999999988,2.0,0.7,-3.6212000000000018,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,97.44,3.0,0.0,35.0784,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,3.984000000000009,1.0,0.2,1.394400000000001,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,13.039999999999992,4.0,0.0,5.7376000000000005,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,579.528,4.0,0.1,83.7096,0
Second Class,Consumer,United States,Pomona,California,West,Office Supplies,Labels,18.75,5.0,0.0,9.0,0
Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,3023.928,9.0,0.2,226.7946,1
Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Accessories,26.960000000000008,2.0,0.0,3.7744,0
Standard Class,Home Office,United States,Santa Barbara,California,West,Technology,Phones,477.6,3.0,0.2,161.19,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,193.95,3.0,0.0,9.697499999999998,0
Same Day,Corporate,United States,Riverside,California,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,119.94,3.0,0.0,23.988,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,12.420000000000016,3.0,0.0,4.4712,0
Standard Class,Consumer,United States,San Clemente,California,West,Office Supplies,Binders,18.087999999999994,7.0,0.2,6.556899999999999,0
Standard Class,Consumer,United States,San Clemente,California,West,Office Supplies,Envelopes,71.97,3.0,0.0,35.985,0
Standard Class,Consumer,United States,Decatur,Alabama,South,Office Supplies,Labels,14.939999999999998,3.0,0.0,6.872399999999999,0
First Class,Corporate,United States,Greensboro,North Carolina,South,Office Supplies,Art,64.68,7.0,0.2,8.085,0
Standard Class,Consumer,United States,Dublin,California,West,Technology,Phones,22.0,5.0,0.2,1.375,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,7.967999999999961,2.0,0.2,2.6891999999999996,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,1499.9699999999998,5.0,0.4,28.770872676991154,0
Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,26.632000000000005,1.0,0.2,1.3316000000000017,0
Standard Class,Consumer,United States,Bakersfield,California,West,Furniture,Furnishings,41.599999999999994,4.0,0.0,14.144,0
Standard Class,Corporate,United States,Richmond,Indiana,Central,Office Supplies,Envelopes,64.01999999999998,6.0,0.0,29.4492,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,6.990000000000009,3.0,0.0,2.027100000000001,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Supplies,6.840000000000003,1.0,0.0,1.8468000000000018,0
Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,323.1,2.0,0.0,61.389,0
Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,668.16,9.0,0.2,75.168,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,8.639999999999986,3.0,0.0,4.233599999999999,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,38.880000000000024,6.0,0.0,18.6624,0
Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,201.04,8.0,0.0,54.2808,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.3504000000000005,0
Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,16.590000000000003,1.0,0.0,5.8065,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,35.099999999999994,6.0,0.0,10.179000000000002,0
Standard Class,Home Office,United States,Arlington,Texas,Central,Office Supplies,Binders,11.646000000000015,9.0,0.8,-17.469,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Technology,Phones,503.96,4.0,0.0,125.99000000000001,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,7.039999999999992,4.0,0.0,2.041599999999999,0
Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,613.9992,3.0,0.32,-18.058799999999998,0
Standard Class,Corporate,United States,Fairfield,Connecticut,East,Office Supplies,Storage,470.36,11.0,0.0,122.2936,0
Second Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,31.079999999999984,6.0,0.0,15.2292,0
Second Class,Home Office,United States,San Francisco,California,West,Office Supplies,Supplies,7.300000000000011,2.0,0.0,2.1900000000000013,0
First Class,Corporate,United States,Springfield,Ohio,East,Office Supplies,Appliances,73.536,4.0,0.2,9.192,0
Second Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Labels,491.55,5.0,0.0,240.8595,0
Same Day,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,30.336000000000013,4.0,0.2,9.48,0
Standard Class,Consumer,United States,Inglewood,California,West,Office Supplies,Paper,22.829999999999984,3.0,0.0,10.7301,0
Standard Class,Consumer,United States,Inglewood,California,West,Office Supplies,Appliances,54.31999999999999,4.0,0.0,16.296,0
Standard Class,Consumer,United States,Inglewood,California,West,Technology,Phones,196.776,3.0,0.2,14.7582,0
Standard Class,Consumer,United States,San Luis Obispo,California,West,Office Supplies,Fasteners,3.6200000000000045,2.0,0.0,1.1946000000000012,0
Standard Class,Home Office,United States,Wilmington,Delaware,East,Office Supplies,Paper,11.539999999999992,1.0,0.0,5.539200000000001,0
Standard Class,Home Office,United States,Wilmington,Delaware,East,Office Supplies,Binders,849.95,5.0,0.0,390.977,0
Standard Class,Home Office,United States,Wilmington,Delaware,East,Office Supplies,Binders,11.009999999999991,3.0,0.0,5.3949,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,39.623999999999995,3.0,0.2,13.868399999999998,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,242.136,3.0,0.2,12.1068,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,12.389999999999986,3.0,0.0,5.699400000000001,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,19.960000000000008,2.0,0.0,5.588799999999999,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,340.92,3.0,0.0,3.4091999999999985,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,273.568,2.0,0.2,-34.196,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,13.193999999999988,2.0,0.7,-8.796,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,1080.096,6.0,0.2,28.770872676991154,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,51.56,5.0,0.2,-6.445,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,58.416,2.0,0.2,16.7946,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,57.584,2.0,0.2,20.1544,0
Second Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,37.31200000000001,4.0,0.2,2.798400000000001,0
Same Day,Consumer,United States,Houston,Texas,Central,Technology,Phones,79.95999999999998,5.0,0.2,7.996000000000002,0
Same Day,Consumer,United States,Houston,Texas,Central,Technology,Accessories,223.96,5.0,0.2,11.198,0
Second Class,Consumer,United States,Lancaster,Pennsylvania,East,Office Supplies,Storage,221.024,2.0,0.2,28.770872676991154,0
Standard Class,Corporate,United States,Green Bay,Wisconsin,Central,Furniture,Furnishings,18.95999999999998,2.0,0.0,7.584,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,326.646,3.0,0.1,39.9234,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,89.97,3.0,0.0,39.5868,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,296.712,13.0,0.2,100.1403,0
Standard Class,Consumer,United States,Bloomington,Illinois,Central,Office Supplies,Envelopes,12.22399999999999,2.0,0.2,4.4312000000000005,0
First Class,Consumer,United States,Boise,Idaho,West,Technology,Accessories,89.97,3.0,0.0,37.7874,0
First Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Appliances,286.86,7.0,0.0,80.3208,0
First Class,Consumer,United States,Lowell,Massachusetts,East,Technology,Phones,979.95,5.0,0.0,284.1855,0
First Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Supplies,4.360000000000014,2.0,0.0,0.17439999999999856,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,10.048000000000002,2.0,0.2,3.1400000000000006,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,807.75,5.0,0.0,153.47249999999997,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,34.24000000000001,8.0,0.0,9.9296,0
Standard Class,Corporate,United States,Hampton,Virginia,South,Furniture,Chairs,500.24,13.0,0.0,145.0696,0
